what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585727247
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585728214
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1534585736911
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585737009
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585738269
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585922891
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585923718
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585925658
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585936897
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585938883
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585944073
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineDown",1534585953301
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.moveLineUp",1534585954238
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1534585960601
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1534585962605
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585979325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585983505
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585984484
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534585989005
executed,command,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui.commands.DebugLast",1534586007550
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586007736
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586009543
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1534586011130
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586015739
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586293556
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534586293622
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534586293658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1534586305981
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.edit.text.lowerCase",1534586310257
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586310833
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1534586317407
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.ClassFileEditor",1534586317455
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.navigate.open.type",1534586317498
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586317543
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.show.outline",1534586375309
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586375325
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586377500
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.show.outline",1534586379160
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586379184
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586393346
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586502186
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586505562
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586507196
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586706624
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586783068
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586783666
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586784341
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586786640
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534586788430
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1534586792801
executed,command,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.edit.text.java.organize.imports",1534586804756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586818535
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586990051
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1534586999979
